date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:44:34	128449/128449	---MCZ	200	added ('OK')	text/html	etag:W/%2215aa851c5477d68bc138ba29a0e67839--gzip%22	https://sea-serenity-society.squarespace.com/get-involved	C:/My%20Web%20Sites/Sea%20Serenity%20Society/sea-serenity-society.squarespace.com/get-involved.html	(from https://sea-serenity-society.squarespace.com/)
17:44:47	1639759/1639759	---M-Z	200	added ('OK')	text/javascript	etag:%2268d1f32ba98b41b6f013493b4ef2dee1%22	http://assets.squarespace.com/universal/scripts-compressed/common-2750fbabc268f8011640-min.en-US.js	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/scripts-compressed/common-2750fbabc268f8011640-min.en-US.js	(from https://sea-serenity-society.squarespace.com/)
17:44:48	977437/977437	---M--	200	added ('OK')	image/jpeg	etag:CJPzhK7/lIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715959517100-G6XCMO4IJ11XIJY5X52F/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715959517100-G6XCMO4IJ11XIJY5X52F/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/)
17:44:48	1127773/1127773	---M--	200	added ('OK')	image/jpeg	etag:CKzJl6uBlYYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715960050421-PTPVV1G7AEAK5VGVQOMF/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715960050421-PTPVV1G7AEAK5VGVQOMF/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/)
17:44:51	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:52	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:53	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:53	866993/866993	---M--	200	added ('OK')	image/jpeg	etag:CISnm92AlYYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715959887621-QBWBSJZ20KT6T90MGHRH/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715959887621-QBWBSJZ20KT6T90MGHRH/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/)
17:44:54	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:55	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:56	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:56	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:56	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:57	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:57	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:57	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:58	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:58	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:58	3715106/3715106	---M--	200	added ('OK')	image/png	etag:CNeq0cXSnIYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/cd029e78-7d6c-4178-8ff4-e2611afb2825/Untitled+(24+x+18+in).png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/cd029e78-7d6c-4178-8ff4-e2611afb2825/Untitled+(24+x+18+in).png	(from https://sea-serenity-society.squarespace.com/)
17:44:59	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:59	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:44:59	263499/263499	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2021:44:52%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.951f531f248730580867fa534b60d99a.js	C:/My%20Web%20Sites/Sea%20Serenity%20Society/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.951f531f248730580867fa534b60d99a.js	(from https://sea-serenity-society.squarespace.com/)
17:44:59	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:00	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20May%203029%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.2d.delayed	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:00	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:00	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20May%203029%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:00	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:01	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20May%203029%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:01	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:01	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20May%203029%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:01	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:02	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2021%20May%203029%2000:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:02	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:02	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:02	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:03	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/66477600af20a8583563ac7d/7/5c5a519771c10ba3470d8101/66477600af20a8583563ac84/1534/site.css)
17:45:04	1127773/1127773	---M--	200	added ('OK')	image/jpeg	etag:CPPWgJCPlYYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715963751530-LI433S36451P6E4SP3P4/image-asset.jpeg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/1715963751530-LI433S36451P6E4SP3P4/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/what-we-do)
17:45:05	17353/17353	---M--	200	added ('OK')	image/png	etag:CIHvka6Km4YDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/420096bb-af59-44d0-8a02-4e9a59aaf18a/newport+(1).png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/420096bb-af59-44d0-8a02-4e9a59aaf18a/newport+(1).png	(from https://sea-serenity-society.squarespace.com/what-we-do)
17:45:05	641147/641147	---M--	200	added ('OK')	image/jpeg	etag:CLKn+tSJlYYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/03ac5001-e33f-4df3-9556-6dda34ab3e21/image-asset.jpg	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/03ac5001-e33f-4df3-9556-6dda34ab3e21/image-asset.jpg	(from https://sea-serenity-society.squarespace.com/partners)
17:45:06	241371/241371	---M--	200	added ('OK')	image/png	etag:CKby/ayLlYYDEAE=	https://images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/f6de6279-4b31-4622-9d34-53323f23849f/USF.png	C:/My%20Web%20Sites/Sea%20Serenity%20Society/images.squarespace-cdn.com/content/v1/66477600af20a8583563ac7d/f6de6279-4b31-4622-9d34-53323f23849f/USF.png	(from https://sea-serenity-society.squarespace.com/partners)
